iter	Passed	Remaining
331	551	1108
332	552	1106
333	553	1104
334	555	1103
335	557	1101
336	559	1100
337	560	1098
338	562	1096
339	563	1094
340	565	1092
341	566	1089
342	567	1087
343	568	1084
344	569	1081
345	571	1079
346	572	1078
347	574	1075
348	575	1073
349	576	1071
350	577	1068
351	579	1066
352	580	1063
353	581	1061
354	582	1058
355	583	1055
356	584	1053
357	585	1050
358	587	1048
359	588	1045
360	589	1043
361	590	1040
362	591	1038
363	592	1035
364	594	1033
365	595	1031
366	596	1028
367	597	1025
368	598	1022
369	599	1020
370	600	1018
371	601	1015
372	603	1013
373	604	1011
374	605	1008
375	606	1006
376	607	1004
377	608	1001
378	609	999
379	610	996
380	612	994
381	613	992
382	614	989
383	615	987
384	616	985
385	618	983
386	619	980
387	620	978
388	621	976
389	622	974
390	624	971
391	625	969
392	626	967
393	627	965
394	628	962
395	629	960
396	630	958
397	632	955
398	633	953
399	634	951
400	635	949
401	636	947
402	637	944
403	639	942
404	640	940
405	641	938
406	642	935
407	643	933
408	644	931
409	645	929
410	647	927
411	648	925
412	649	923
413	650	921
414	652	919
415	653	917
416	654	914
417	655	912
418	656	910
419	657	908
420	659	906
421	660	904
422	661	902
423	662	899
424	663	898
425	665	896
426	666	893
427	667	891
428	668	889
429	669	887
430	670	885
431	671	883
432	673	881
433	674	879
434	675	877
435	676	874
436	677	872
437	678	870
438	679	868
439	681	866
440	682	864
441	683	862
442	684	860
443	685	858
444	686	856
445	687	854
446	688	852
447	690	850
448	691	848
449	692	846
450	693	844
451	694	842
452	695	840
453	696	838
454	698	836
455	699	834
456	700	832
457	701	830
458	702	828
459	703	825
460	704	823
461	705	822
462	707	820
463	708	818
464	709	816
465	710	814
466	711	811
467	712	809
468	713	807
469	714	805
470	715	803
471	716	802
472	718	800
473	719	798
474	720	796
475	721	794
476	722	792
477	724	790
478	725	789
479	726	787
480	727	785
481	729	783
482	730	781
483	731	779
484	732	778
485	733	776
486	735	774
487	736	772
488	737	771
489	739	769
490	740	767
491	741	765
492	742	763
493	743	761
494	744	759
495	745	757
496	747	756
497	748	754
498	749	752
499	750	750
500	751	748
501	753	747
502	754	745
503	755	743
504	756	741
505	757	739
506	758	737
507	759	735
508	760	733
509	761	731
510	762	730
511	764	728
512	765	726
513	766	724
514	767	722
515	768	720
516	769	719
517	770	716
518	771	715
519	772	713
520	773	711
521	775	709
522	776	707
523	777	706
524	778	704
525	779	702
526	780	700
527	782	699
528	783	697
529	784	695
530	785	693
531	786	692
532	787	690
533	789	688
534	790	686
535	791	685
536	792	683
537	793	681
538	794	679
539	796	678
540	797	676
541	798	674
542	799	672
543	800	671
544	802	669
545	803	667
546	804	666
547	805	664
548	806	662
549	807	660
550	808	659
551	810	657
552	811	655
553	812	654
554	813	652
555	814	650
556	815	648
557	816	646
558	817	645
559	819	643
560	820	641
561	821	640
562	822	638
563	824	637
564	825	635
565	826	633
566	827	631
567	828	629
568	829	628
569	830	626
570	831	624
571	832	623
572	833	621
573	834	619
574	836	617
575	837	616
576	838	614
577	839	613
578	840	611
579	841	609
580	843	607
581	844	606
582	845	604
583	846	602
584	847	601
585	848	599
586	849	597
587	850	596
588	851	594
589	852	592
590	853	590
591	854	589
592	855	587
593	857	585
594	858	584
595	859	582
596	860	580
597	861	579
598	862	577
599	863	575
600	864	574
601	865	572
602	866	570
603	867	568
604	869	567
605	870	565
606	871	564
607	872	562
608	873	561
609	875	559
610	876	557
611	877	556
612	878	554
613	879	553
614	881	551
615	882	549
616	883	548
617	884	546
618	885	545
619	886	543
620	887	541
621	889	540
622	890	538
623	891	537
624	892	535
625	893	534
626	895	532
627	896	531
628	897	529
629	898	527
630	899	526
631	900	524
632	901	522
633	902	521
634	904	519
635	905	518
636	906	516
637	907	514
638	908	513
639	909	511
640	910	509
641	911	508
642	912	506
643	913	504
644	914	503
645	915	501
646	916	500
647	918	498
648	919	497
649	920	495
650	921	493
651	922	492
652	923	490
653	924	489
654	925	487
655	927	486
656	928	484
657	929	482
658	930	481
659	931	479
660	932	478
661	934	476
662	935	475
663	936	473
664	937	472
665	938	470
666	939	469
667	940	467
668	941	466
669	942	464
670	944	462
671	945	461
672	946	459
673	947	458
674	948	456
675	949	455
676	950	453
677	951	452
678	953	450
679	954	449
680	955	447
681	956	445
682	957	444
683	958	442
684	959	441
685	960	439
686	962	438
687	963	436
688	964	435
689	965	433
690	966	432
691	967	430
692	969	429
693	970	427
694	971	426
695	972	424
696	973	423
697	974	421
698	975	420
699	976	418
700	977	417
701	979	415
702	980	414
703	981	412
704	982	411
705	983	409
706	984	408
707	986	406
708	987	405
709	988	403
710	989	402
711	990	400
712	991	399
713	993	397
714	994	396
715	995	394
716	996	393
717	997	391
718	998	390
719	999	388
720	1000	387
721	1001	385
722	1002	384
723	1003	382
724	1004	381
725	1005	379
726	1006	378
727	1008	376
728	1009	375
729	1010	373
730	1011	372
731	1012	370
732	1013	369
733	1014	367
734	1015	366
735	1016	364
736	1018	363
737	1019	361
738	1020	360
739	1021	358
740	1022	357
741	1024	356
742	1025	354
743	1026	353
744	1027	351
745	1028	350
746	1030	348
747	1031	347
748	1032	345
749	1033	344
750	1034	343
751	1035	341
752	1036	340
753	1038	338
754	1039	337
755	1040	335
756	1041	334
757	1042	332
758	1043	331
759	1044	329
760	1046	328
761	1047	327
762	1048	325
763	1049	324
764	1050	322
765	1051	321
766	1053	319
767	1054	318
768	1055	316
769	1056	315
770	1057	314
771	1058	312
772	1059	311
773	1060	309
774	1061	308
775	1062	306
776	1064	305
777	1065	303
778	1066	302
779	1067	301
780	1068	299
781	1069	298
782	1071	296
783	1072	295
784	1073	293
785	1074	292
786	1075	291
787	1076	289
788	1077	288
789	1078	286
790	1080	285
791	1081	283
792	1082	282
793	1083	281
794	1084	279
795	1085	278
796	1087	276
797	1088	275
798	1089	274
799	1090	272
800	1091	271
801	1092	269
802	1093	268
803	1095	266
804	1096	265
805	1097	264
806	1098	262
807	1099	261
808	1100	259
809	1102	258
810	1103	257
811	1104	255
812	1105	254
813	1106	252
814	1107	251
815	1108	249
816	1109	248
817	1110	247
818	1112	245
819	1113	244
820	1114	242
821	1115	241
822	1116	240
823	1117	238
824	1119	237
825	1120	235
826	1121	234
827	1122	233
828	1123	231
829	1125	230
830	1126	229
831	1127	227
832	1128	226
833	1129	224
834	1131	223
835	1132	222
836	1133	220
837	1134	219
838	1135	217
839	1136	216
840	1137	215
841	1138	213
842	1139	212
843	1141	210
844	1142	209
845	1143	208
846	1144	206
847	1145	205
848	1146	203
849	1147	202
850	1148	201
851	1150	199
852	1151	198
853	1152	197
854	1153	195
855	1154	194
856	1156	192
857	1157	191
858	1158	190
859	1159	188
860	1160	187
861	1161	185
862	1163	184
863	1164	183
864	1165	181
865	1166	180
866	1167	179
867	1169	177
868	1170	176
869	1171	175
870	1172	173
871	1173	172
872	1174	170
873	1175	169
874	1177	168
875	1178	166
876	1179	165
877	1180	164
878	1181	162
879	1182	161
880	1183	159
881	1184	158
882	1185	157
883	1187	155
884	1188	154
885	1189	153
886	1190	151
887	1191	150
888	1192	148
889	1193	147
890	1195	146
891	1196	144
892	1197	143
893	1198	142
894	1199	140
895	1200	139
896	1201	137
897	1202	136
898	1203	135
899	1204	133
900	1205	132
901	1207	131
902	1208	129
903	1209	128
904	1210	127
905	1211	125
906	1212	124
907	1214	123
908	1215	121
909	1216	120
910	1217	118
911	1218	117
912	1220	116
913	1221	114
914	1222	113
915	1223	112
916	1224	110
917	1226	109
918	1227	108
919	1228	106
920	1229	105
921	1230	104
922	1231	102
923	1232	101
924	1233	100
925	1235	98
926	1236	97
927	1237	95
928	1238	94
929	1239	93
930	1240	91
931	1242	90
932	1243	89
933	1244	87
934	1245	86
935	1246	85
936	1247	83
937	1248	82
938	1250	81
939	1251	79
940	1252	78
941	1253	77
942	1254	75
943	1255	74
944	1256	73
945	1257	71
946	1258	70
947	1259	69
948	1261	67
949	1262	66
950	1263	65
951	1264	63
952	1265	62
953	1266	61
954	1267	59
955	1268	58
956	1269	57
957	1271	55
958	1272	54
959	1273	53
960	1274	51
961	1275	50
962	1276	49
963	1278	47
964	1279	46
965	1280	45
966	1281	43
967	1282	42
968	1283	41
969	1284	39
970	1285	38
971	1286	37
972	1288	35
973	1289	34
974	1290	33
975	1291	31
976	1292	30
977	1293	29
978	1294	27
979	1295	26
980	1296	25
981	1298	23
982	1299	22
983	1300	21
984	1301	19
985	1302	18
986	1303	17
987	1304	15
988	1306	14
989	1307	13
990	1308	11
991	1309	10
992	1310	9
993	1311	7
994	1313	6
995	1314	5
996	1315	3
997	1316	2
998	1317	1
999	1318	0
