iter	Logloss
355	0.2891918549
356	0.289061437
357	0.2887258641
358	0.288645106
359	0.2884450292
360	0.2882619199
361	0.2882343373
362	0.2881621157
363	0.2878439219
364	0.2876569137
365	0.2875324888
366	0.2872062097
367	0.2868932124
368	0.2868338684
369	0.2866544125
370	0.2864068043
371	0.2862932305
372	0.2860523747
373	0.2859852145
374	0.2857378768
375	0.2856549555
376	0.2855688965
377	0.2853023333
378	0.2851068258
379	0.284921758
380	0.2847418722
381	0.2846108206
382	0.2843948265
383	0.2842061164
384	0.284066344
385	0.2839085091
386	0.2836749767
387	0.2835443578
388	0.2833360295
389	0.2831221013
390	0.2829207311
391	0.28282445
392	0.2826358213
393	0.282510222
394	0.2821865978
395	0.2820591573
396	0.2817786557
397	0.2816034941
398	0.281321091
399	0.2811031756
400	0.2808883011
401	0.2806631044
402	0.2805299691
403	0.2803519778
404	0.2801477783
405	0.2800594945
406	0.2799557984
407	0.2798855876
408	0.2797409348
409	0.279553655
410	0.2794073212
411	0.2792785493
412	0.2791152427
413	0.2789940069
414	0.2789033761
415	0.2787060475
416	0.2786141361
417	0.2783167775
418	0.2782630733
419	0.2781644792
420	0.2779466353
421	0.2778666344
422	0.2777669404
423	0.2776051397
424	0.2774555764
425	0.2773504449
426	0.2771078271
427	0.2769352512
428	0.2767239103
429	0.2765040435
430	0.276355713
431	0.2762490823
432	0.2760536564
433	0.2758904724
434	0.2755067404
435	0.2754609976
436	0.2753995311
437	0.275233272
438	0.2751081421
439	0.2749945659
440	0.2748731883
441	0.2747861305
442	0.2745925819
443	0.2743792253
444	0.274284157
445	0.2741505908
446	0.27398051
447	0.2737483001
448	0.2736181854
449	0.2734423103
450	0.2732046846
451	0.2730484446
452	0.2727980879
453	0.2726672214
454	0.2724510055
455	0.2723831405
456	0.2721418997
457	0.2719657856
458	0.2718414609
459	0.2717577388
460	0.2715244761
461	0.271362166
462	0.2712520367
463	0.2710786526
464	0.2709310165
465	0.2707555312
466	0.2706092847
467	0.2703563059
468	0.2702588948
469	0.2699623648
470	0.269888774
471	0.2697722542
472	0.2696641208
473	0.2693626877
474	0.2692237481
475	0.269063489
476	0.2688886939
477	0.2688218071
478	0.2687029009
479	0.2684274234
480	0.2682292835
481	0.2680469575
482	0.267821899
483	0.2676815225
484	0.267526401
485	0.2673857589
486	0.2672492011
487	0.2671159419
488	0.2668914667
489	0.2666044482
490	0.2664247466
491	0.2661768408
492	0.2660300239
493	0.2658465614
494	0.2657213841
495	0.2655382616
496	0.2654298648
497	0.265328489
498	0.2652201449
499	0.2649842275
500	0.2648196283
501	0.2646253161
502	0.2644626143
503	0.2643198896
504	0.2642068756
505	0.2640984287
506	0.263937617
507	0.2638886806
508	0.2638015677
509	0.2636818112
510	0.2635097298
511	0.2633152838
512	0.2631689404
513	0.2630405821
514	0.262905354
515	0.2626831292
516	0.26251138
517	0.2624972169
518	0.2623375747
519	0.2620549796
520	0.2618717812
521	0.2617759354
522	0.2616882884
523	0.261539731
524	0.2614310214
525	0.261354749
526	0.261083115
527	0.2609958623
528	0.2607903291
529	0.2606048494
530	0.2605065815
531	0.2603850195
532	0.2602782689
533	0.2601374566
534	0.2599287655
535	0.2597396209
536	0.2595927668
537	0.2593621334
538	0.2592158856
539	0.2589339271
540	0.2587781583
541	0.2586251074
542	0.2584839467
543	0.2584208688
544	0.2583292086
545	0.2581062557
546	0.257993447
547	0.257885346
548	0.2577402177
549	0.2576007141
550	0.2575052657
551	0.2573402713
552	0.2571476336
553	0.2570234587
554	0.2568381792
555	0.2567101305
556	0.2567001124
557	0.2565430621
558	0.2563296583
559	0.2562146469
560	0.2560662534
561	0.2559607377
562	0.2558843293
563	0.2557317646
564	0.2556235876
565	0.255480927
566	0.2551700941
567	0.2551122901
568	0.2549683669
569	0.2547838001
570	0.2546107477
571	0.2545274738
572	0.2544326434
573	0.2542748895
574	0.2540582004
575	0.2538894884
576	0.2537241276
577	0.25353675
578	0.2533151097
579	0.2531382216
580	0.2530237821
581	0.2528080136
582	0.2524982987
583	0.2524404419
584	0.2523070142
585	0.2521799421
586	0.2519962169
587	0.2518772879
588	0.2518200228
589	0.251719435
590	0.2515477053
591	0.2513549912
592	0.2511270343
593	0.2510229605
594	0.2508858343
595	0.250810715
596	0.2507132954
597	0.2505172441
598	0.250411874
599	0.2501961269
600	0.2498856082
601	0.249732207
602	0.2494480837
603	0.2494219338
604	0.2492658647
605	0.2490901641
606	0.248917333
607	0.2487738575
608	0.2487004922
609	0.2485449615
610	0.2481960271
611	0.2480938525
612	0.2479840816
613	0.24782773
614	0.2476381855
615	0.2474908379
616	0.247350358
617	0.247247547
618	0.24702029
619	0.2469164299
620	0.2468339359
621	0.2466605745
622	0.2465667288
623	0.2464140775
624	0.2462788287
625	0.2461836826
626	0.2460424155
627	0.245853615
628	0.2457365511
629	0.245548172
630	0.2454292278
631	0.2452942363
632	0.2451556889
633	0.2449792329
634	0.2447437173
635	0.2446186898
636	0.2445146884
637	0.2444330792
638	0.2443074693
639	0.2441576697
640	0.244044154
641	0.2439407026
642	0.2437845079
643	0.2436871804
644	0.2435577423
645	0.2434469785
646	0.2433416724
647	0.2432096676
648	0.2431097271
649	0.2429663714
650	0.2428906949
651	0.2428061425
652	0.2426639419
653	0.2425552379
654	0.2424256202
655	0.2422870861
656	0.2421804171
657	0.2420522748
658	0.2419600947
659	0.2417918012
660	0.2417475071
661	0.2416518048
662	0.2414759879
663	0.2413784169
664	0.2412070085
665	0.2410630945
666	0.2408380777
667	0.2406787102
668	0.2404724974
669	0.2403098076
670	0.2402199302
671	0.2400018015
672	0.2398556663
673	0.2396247038
674	0.2394637815
675	0.2392377421
676	0.2391374827
677	0.2389394754
678	0.238782297
679	0.2386127397
680	0.2384730373
681	0.2383906717
682	0.2382593188
683	0.2380645139
684	0.2379228684
685	0.2378555924
686	0.2376647906
687	0.2375139156
688	0.2373413566
689	0.2371974265
690	0.2370418481
691	0.2368937512
692	0.2368345285
693	0.2366810933
694	0.2365834231
695	0.2364809414
696	0.236344435
697	0.2362522438
698	0.2361187466
699	0.2360537089
700	0.2359197842
701	0.2358581193
702	0.2357352345
703	0.2356092571
704	0.2353664669
705	0.2352064906
706	0.2350851977
707	0.2348152797
708	0.2345546425
709	0.2344585358
710	0.2343755109
711	0.2342914191
712	0.2341657621
713	0.2339731011
714	0.233763682
715	0.2336273608
716	0.2335081675
717	0.2333634037
718	0.2331938855
719	0.2331141464
720	0.2329196541
721	0.232798974
722	0.2327038921
723	0.2325763509
724	0.2324992931
725	0.2324402422
726	0.2323689642
727	0.2323223012
728	0.2321481135
729	0.2320471994
730	0.2319974944
731	0.2318270123
732	0.2317108515
733	0.2314642716
734	0.2313429169
735	0.2312613576
736	0.231149368
737	0.2310363584
738	0.2308824753
739	0.2307301822
740	0.2306437245
741	0.2304028658
742	0.2302893146
743	0.2301417427
744	0.2298736241
745	0.2296572557
746	0.2295851909
747	0.2294360861
748	0.2292960725
749	0.2290932191
750	0.2290282099
751	0.2288750026
752	0.2286945631
753	0.2285472604
754	0.2284229538
755	0.2283202212
756	0.2281941432
757	0.2280670052
758	0.2279722756
759	0.2277745658
760	0.2276085348
761	0.2275706675
762	0.2274313741
763	0.2272689794
764	0.22716137
765	0.2270608824
766	0.2270014967
767	0.2269049236
768	0.2267698815
769	0.2265580563
770	0.2263721624
771	0.2261155615
772	0.2260412233
773	0.2259218773
774	0.2257705452
775	0.2256278278
776	0.2254754209
777	0.2253370716
778	0.2252760238
779	0.2251633669
780	0.2249626477
781	0.2248435801
782	0.2247871284
783	0.2246538148
784	0.2245288243
785	0.2243121702
786	0.224198827
787	0.2240986417
788	0.2239593127
789	0.2237701136
790	0.2235895633
791	0.2234655336
792	0.2233278518
793	0.2231975981
794	0.22313891
795	0.2230128096
796	0.2228989869
797	0.2227712974
798	0.2226996082
799	0.2225450863
800	0.2224993515
801	0.2223289057
802	0.2221980145
803	0.2220650605
804	0.2219793161
805	0.2218389941
806	0.2217311079
807	0.2215664772
808	0.2214268527
809	0.2212787129
810	0.2211499436
811	0.2210267252
812	0.2209011509
813	0.2207460597
814	0.2206646961
815	0.2205461373
816	0.2204355882
817	0.220321541
818	0.220192951
819	0.2200858335
820	0.2199493113
821	0.219816321
822	0.2197347906
823	0.2195995573
824	0.2194510331
825	0.219361804
826	0.2193031607
827	0.2191402154
828	0.2189208033
829	0.2188782206
830	0.2186812742
831	0.2185067031
832	0.2183982333
833	0.2182676582
834	0.2181788803
835	0.2180741302
836	0.2179522215
837	0.2179112748
838	0.2177707983
839	0.2175269649
840	0.2174384907
841	0.2173600389
842	0.2172479679
843	0.2170973721
844	0.2169323966
845	0.2168080308
846	0.2167064779
847	0.2165730647
848	0.2163716922
849	0.2162179133
850	0.2160877503
851	0.215996886
852	0.2158691235
853	0.2157620212
854	0.2156036285
855	0.2154286781
856	0.2153048371
857	0.2152764888
858	0.2152014026
859	0.2150303043
860	0.2148532672
861	0.2147488594
862	0.2146268689
863	0.2145059235
864	0.2144132428
865	0.2143628274
866	0.2141799155
867	0.2140637302
868	0.2138634721
869	0.2136851683
870	0.2135520385
871	0.2133958274
872	0.2132728653
873	0.2131114815
874	0.2129195425
875	0.2128427665
876	0.2127381751
877	0.2125977659
878	0.2125619104
879	0.2124799454
880	0.2123005465
881	0.2121448097
882	0.2120292106
883	0.2119238377
884	0.2118329445
885	0.2117086541
886	0.2116270918
887	0.2115626653
888	0.2113992263
889	0.2113063728
890	0.2111428193
891	0.2109508284
892	0.2108409112
893	0.2107564732
894	0.2105892734
895	0.2103980618
896	0.2103596889
897	0.2102156577
898	0.210146363
899	0.2099432067
900	0.2098115994
901	0.2096699823
902	0.2095048709
903	0.2093838836
904	0.2092316343
905	0.2091361712
906	0.2090334107
907	0.2088642516
908	0.2087579542
909	0.2086075413
910	0.2085131346
911	0.2083215806
912	0.2081518046
913	0.2080122161
914	0.2079294979
915	0.2078843701
916	0.2077110302
917	0.2075881124
918	0.2074863732
919	0.207317757
920	0.2072071407
921	0.2071769924
922	0.2070548383
923	0.2069057503
924	0.2067678669
925	0.2066672828
926	0.2064713764
927	0.2063757925
928	0.2062062313
929	0.206162608
930	0.206035916
931	0.2059640199
932	0.205801485
933	0.2056628546
934	0.205576451
935	0.2054634097
936	0.2053671067
937	0.2051773427
938	0.2050517974
939	0.2049193313
940	0.2048378765
941	0.2047451361
942	0.2046195809
943	0.2045000716
944	0.2043921118
945	0.2042730092
946	0.2042075601
947	0.2040454832
948	0.2038695376
949	0.2036962307
950	0.2035495573
951	0.2034744622
952	0.2033187941
953	0.2032198507
954	0.2031087118
955	0.2030128996
956	0.2028914478
957	0.2027329684
958	0.2026123917
959	0.202520339
960	0.2024622927
961	0.2023492108
962	0.2021430856
963	0.2020413759
964	0.2019403718
965	0.2016889887
966	0.2015944971
967	0.2014908425
968	0.2013908378
969	0.2012349462
970	0.2011319979
971	0.2010303103
972	0.200978882
973	0.2008618313
974	0.2007324925
975	0.200587231
976	0.2004735153
977	0.2003310574
978	0.2002268913
979	0.2000634403
980	0.1999428051
981	0.1998555388
982	0.1996841606
983	0.1995728605
984	0.1994098264
985	0.1993415477
986	0.1992796946
987	0.1991562609
988	0.1990844776
989	0.1989251886
990	0.1988378839
991	0.1987611152
992	0.1986350667
993	0.1985911883
994	0.1985199678
995	0.1983970657
996	0.1983021685
997	0.1981331877
998	0.1979941891
999	0.1979081626
